36.465869	36.694527	3.6
36.43809	38.012703	1.8
38.272201	38.116728	2
38.486979	38.148539	2.6
38.710014	38.246513	2.9
38.431539	38.236031	2.2
37.208838	37.525138	2.4
36.815377	37.267371	1.3
37.246204	37.548499	2.1
36.855505	37.279289	2.1
38.070475	37.957019	1.5
37.225899	37.532414	1.9
38.118205	38.233712	2.4
36.099882	36.161747	3.4
37.011145	37.447668	1.9
37.011593	37.435193	1.2
36.858598	37.373914	2.1
37.214823	37.528276	1.8
36.320801	37.881445	2.7
36.932951	37.38894	1.4
38.308875	38.107536	2.7
38.668014	38.231624	2.8
37.069051	37.485978	1.9
35.969767	36.308516	3.2
37.192147	37.521965	2.6
37.523816	38.038692	2.3
37.237992	37.536235	2.1
36.477006	36.725403	2.4
36.681689	37.156925	2.7
38.083643	38.222839	2.7
36.749377	37.23208	2
36.990857	37.42382	2.2
37.174601	37.462451	2.7
36.620374	38.120915	2.4
38.425179	38.140157	1.3
38.272632	38.115348	1.2
38.559888	38.160181	1.6
38.404753	38.120325	2.4
38.136633	38.107438	1.9
37.133594	38.063017	2.1
37.009204	37.460437	2.3
37.132841	38.058268	4.1
36.399178	37.956783	3
37.033415	37.333289	1.2
36.550362	38.003178	3
37.960107	38.201563	2.7
37.570227	38.031474	3.1
37.176725	37.463289	2.4
36.594425	38.091984	2.8
36.605343	36.95424	3.2
37.633024	38.049414	2.6
36.792452	37.295382	2.3
37.865792	38.179683	2.5
37.053959	37.359611	1.9
38.232039	38.096529	2.5
36.583801	38.040039	2.8
36.874418	37.385022	2.6
36.327767	37.91027	1.6
36.59115	38.020532	1.7
37.665515	37.800146	2.7
36.98444	37.215088	1.4
36.824312	37.372571	1.6
38.34755	38.095426	3
35.971139	36.341264	2.2
38.189917	38.236792	2.6
38.156083	38.269299	2.1
36.811686	37.301978	3.1
36.817924	37.290112	2.9
36.329924	37.889832	2.7
36.61766	36.94102	3
36.801717	37.291174	3
38.109294	38.249508	1.9
37.571928	38.029053	2.4
37.159843	37.453569	2.7
37.86158	38.127189	2.1
36.747632	38.066166	2.7
36.595968	37.891756	2.4
36.814921	37.316313	2.5
38.109155	38.219299	3.3
36.997144	37.297998	1.6
37.850427	38.098657	2.2
37.039225	37.31759	1.4
37.948523	37.956421	4.1
37.341646	37.600403	2.7
36.735156	37.196611	2.8
36.970911	37.404569	1.8
37.341101	37.596061	2.6
37.022074	37.347904	1.7
37.646794	37.983842	3
37.500073	38.021484	2.9
38.611255	38.187638	2.1
38.03903	38.181746	2
37.360364	37.483195	2.4
36.57867	38.025171	3
38.423067	38.12616	2.6
37.24458	37.533952	1.5
37.700399	38.047058	2.9
36.598417	37.92019	2.3
38.026111	38.200875	2.2
36.541309	36.843095	2.5
35.978805	36.365613	2.8
36.854028	38.099133	2.1
37.821094	38.115031	2.2
37.686206	38.278882	2.2
36.513538	36.682271	2.2
36.930298	37.361051	1.7
37.384159	38.060628	3
36.604513	37.828532	2.3
38.435962	38.13785	2.5
36.554407	38.121012	3.4
36.377116	37.970581	2.1
36.910339	37.208834	2.3
37.703158	37.809151	2.7
36.687842	38.109452	2.2
38.47301	38.163835	2.1
36.599052	38.056694	3.1
